id	effectiveTime	active	moduleId	refsetId	referencedComponentId	acceptabilityId
8ef86634-987c-44a7-b38e-1932aacb0ae2	20210731	1	900000000000012004	900000000000509007	4553035018	900000000000548007
8f02b6d3-b801-4fb9-a8a2-b834b4ba8639	20190731	1	900000000000207008	900000000000509007	3770420018	900000000000548007
8f4e5787-c15b-57bc-bc95-d31d66dfb93a	20020131	1	900000000000207008	900000000000509007	388521012	900000000000548007
8f8764f5-0743-4a53-afdb-9b761c74daaa	20200731	1	900000000000207008	900000000000508004	3902595016	900000000000548007
8ff2136b-e190-5bea-9769-d8bb249d785a	20020131	1	900000000000207008	900000000000508004	181143015	900000000000548007
9065c388-1cfe-5ecc-88f1-f8a3c5ba3f31	20020131	1	900000000000207008	900000000000508004	675023018	900000000000548007
90e54fae-7d7b-5ef1-bad8-a1561c836d42	20040731	1	900000000000207008	900000000000508004	2466127011	900000000000548007
913c5bcb-63c0-5f8a-8b4c-03fcf8cec22d	20030131	0	900000000000207008	900000000000509007	709093013	900000000000548007
91681c1b-0fd0-579a-92b8-478d57bbf16b	20020131	1	900000000000207008	900000000000509007	789056016	900000000000548007
91690f25-74f7-4685-b746-6c45f50d58b8	20170731	1	900000000000207008	900000000000508004	3495166019	900000000000548007
917464d1-ae3e-5f63-91ba-386c7f506043	20040731	1	900000000000207008	900000000000508004	2461343013	900000000000548007
9182176d-da16-5df4-8307-ac1877d0b986	20020131	1	900000000000207008	900000000000508004	730712018	900000000000548007
91ca8a05-0b9a-56c9-87bf-87777e7cec60	20060731	0	900000000000207008	900000000000509007	543731011	900000000000548007
920ecf0a-cb40-5c10-8255-0efb2a355308	20020131	1	900000000000207008	900000000000508004	803980011	900000000000548007
922b6420-49b8-52b3-9b13-1ae42d939186	20140131	1	900000000000207008	900000000000508004	2985192016	900000000000548007
925614fc-68fb-5a9e-ab0a-f4a7d311ec64	20020131	1	900000000000207008	900000000000508004	900000000001209018	900000000000548007
927bb538-25ed-4c2f-9e22-adb4ce88b6ac	20200731	1	900000000000012004	900000000000509007	3944130016	900000000000548007
92d28214-4df3-5b4f-8c86-41b2f9c86298	20050131	1	900000000000207008	900000000000509007	2528943016	900000000000548007
92d85a6d-caec-44b1-b0d7-f2bb0a76717c	20210731	1	900000000000012004	900000000000509007	4536747018	900000000000548007
92f58705-2917-59ab-aeca-9d83ce5c3a6b	20020131	1	900000000000207008	900000000000508004	775140014	900000000000548007
93402d55-147a-5260-a60d-72f6bca78ffb	20020131	1	900000000000207008	900000000000508004	579162017	900000000000548007
9343dedf-c708-55d0-af2c-7368222ba69f	20170731	0	900000000000207008	900000000000509007	2472759013	900000000000549004
934e0a9e-f046-5955-984e-c535d51b2555	20040731	1	900000000000207008	900000000000509007	2461355019	900000000000548007
9373e344-5f43-5018-87b0-3c9792a950e1	20020731	0	900000000000207008	900000000000508004	571645012	900000000000548007
93925aaa-74cd-5ae1-ac0b-243f965a0ab3	20130731	1	900000000000207008	900000000000508004	2958853015	900000000000548007
93a7d060-6356-4abb-b934-0eda11021763	20200131	1	900000000000207008	900000000000508004	3873020011	900000000000548007
93c7e525-9811-44e9-ad8d-2d8c46f36c47	20180131	1	900000000000012004	900000000000509007	3517979012	900000000000548007
93ef5a55-be01-56e5-9f56-13f1088332b2	20020131	1	900000000000207008	900000000000509007	749526019	900000000000548007
93f13995-9734-5830-a219-bfc329a918c2	20190731	0	900000000000207008	900000000000508004	755173018	900000000000548007
940df0b9-0c74-55d7-b346-579015d472e2	20020131	1	900000000000207008	900000000000508004	755174012	900000000000548007
947eebd9-c9d6-5c52-8bc3-34545654dc03	20020131	1	900000000000207008	900000000000509007	762926018	900000000000548007
94948093-5c74-53a5-a76a-8ecd67969ed5	20170731	0	900000000000207008	900000000000508004	2472759013	900000000000549004
94aabfc2-2091-5a44-a570-c32d3fd7c250	20020131	1	900000000000207008	900000000000508004	900000000000973015	900000000000548007
9519d28c-0f0a-5cb6-91ec-64643a46e9ee	20020131	1	900000000000207008	900000000000509007	697938013	900000000000548007
952a485c-3266-5824-be15-2afeff58a52d	20020131	1	900000000000207008	900000000000508004	636101018	900000000000548007
95810a40-ae1f-5c34-b48a-dacd5685fd3c	20020131	1	900000000000207008	900000000000509007	762929013	900000000000548007
95bd205d-33af-485c-a609-5cbbaa338da0	20170131	1	900000000000207008	900000000000509007	3317581014	900000000000548007
95c9c271-4b6d-4c2d-aa66-d5446469416f	20190731	1	900000000000207008	900000000000509007	3770465010	900000000000548007
9625aeaf-e7b9-5473-ad61-882274df43e2	20050731	1	900000000000207008	900000000000509007	2546362014	900000000000548007
962baacd-f330-5357-95e4-4e33e449a2e4	20020131	1	900000000000207008	900000000000509007	698190018	900000000000548007
96834d55-9fe1-56a1-a224-fef507f21742	20080131	0	900000000000207008	900000000000509007	1208889014	900000000000549004
970aa505-5d9c-54ef-9c07-28eee62e37a3	20020731	1	900000000000207008	900000000000508004	1195427018	900000000000548007
9716c2f9-599c-4f45-8f98-ec229c9a6142	20170731	1	900000000000012004	900000000000508004	3475739017	900000000000548007
972a1e26-f26f-5c7d-a791-936501f2c99f	20050731	1	900000000000207008	900000000000508004	2546760016	900000000000548007
97451010-2c26-5115-a234-e8c5735ad3f5	20020731	1	900000000000207008	900000000000509007	1208895010	900000000000548007
97469a7a-15c7-5288-a830-1b091b709195	20020731	1	900000000000207008	900000000000508004	1220306019	900000000000549004
97a8c2ca-ad96-593b-b255-f527460ad693	20020131	1	900000000000207008	900000000000508004	636554012	900000000000548007
97bea5a9-e012-4b3b-941a-24a651140c57	20190131	1	900000000000012004	900000000000508004	3727905018	900000000000548007
97da6857-9383-5b5c-a8f1-801330ff8314	20020131	1	900000000000207008	900000000000509007	485023016	900000000000548007
97df01de-2cc7-52f1-9af8-0db4ceeef57c	20150131	1	900000000000207008	900000000000509007	3012856012	900000000000548007
97e3e578-c4dc-5056-bfbe-25f661660d7c	20210131	0	900000000000207008	900000000000509007	622051019	900000000000548007
97f53eb4-5d09-420b-905e-b56c6649d1ff	20180131	1	900000000000012004	900000000000509007	3521394013	900000000000548007
9845f9b0-829f-44e7-9619-06216e853e7c	20170731	1	900000000000012004	900000000000508004	3450371011	900000000000548007
98658f52-815b-436a-87cb-c5bd725abe32	20210731	1	900000000000012004	900000000000509007	4536735012	900000000000548007
986ae7ab-d6f8-5028-a3b4-3ae67b8736af	20030731	1	900000000000207008	900000000000509007	1767822017	900000000000548007
98794c16-2617-52a6-958f-bec8c17caf25	20020731	1	900000000000207008	900000000000508004	1208894014	900000000000548007
988ef6bd-3267-5ca0-b2dc-595ee2d5ef72	20040731	0	900000000000207008	900000000000508004	703076019	900000000000548007
997e1864-2d2a-4c98-856b-2b9ecf38f683	20210731	1	900000000000012004	900000000000509007	4536725018	900000000000548007
99986acc-3a41-5fad-8f78-a3a3d417d02f	20020131	1	900000000000207008	900000000000509007	697810018	900000000000548007
9a3dd978-6d03-4213-a804-13f96b117ea4	20210731	1	900000000000012004	900000000000508004	4571457010	900000000000548007
9a47b97c-925c-562b-82d4-02d0c3154ebf	20060731	1	900000000000207008	900000000000509007	2606585013	900000000000548007
9a508e92-b6f7-42ea-b657-2a58039789da	20170731	1	900000000000012004	900000000000508004	3475752010	900000000000548007
9a544081-022f-4bc9-b62b-f991835f038b	20170731	1	900000000000207008	900000000000508004	3495165015	900000000000548007
9a99588d-1b37-5198-9aba-2fe0cabed642	20030731	1	900000000000207008	900000000000509007	1767901010	900000000000548007
9ad3840e-14d0-53af-bd96-55c69ad9fcbb	20070131	0	900000000000207008	900000000000508004	835056013	900000000000548007
9b05cd6d-4114-58a9-92c8-3ab172b11ede	20070131	1	900000000000207008	900000000000509007	2639119018	900000000000548007
9b59e208-0810-5313-861a-f43cc308e71e	20020131	1	900000000000207008	900000000000508004	693801010	900000000000548007
9b8a4511-7e18-5508-88c1-d0db10d5801c	20080731	1	900000000000207008	900000000000509007	2711243019	900000000000548007
9bfd40ea-2e77-5302-a6e4-318ba8d4736e	20110731	1	900000000000207008	900000000000509007	2899226012	900000000000548007
9c2205bb-0f58-5f56-a13d-59724e65600b	20090731	1	900000000000207008	900000000000508004	2819010014	900000000000548007
9c52d42a-3e83-57d8-8986-94115bced944	20180131	0	900000000000207008	900000000000508004	79075010	900000000000549004
9c5adb9a-eaff-5566-95c3-c0fb69c85b56	20020131	1	900000000000207008	900000000000508004	579145010	900000000000548007
9c67178c-6247-55e3-8817-4207a86ba124	20040731	1	900000000000207008	900000000000508004	2461385012	900000000000548007
9cb57b48-7302-591f-946a-0ef33a90fcb8	20020131	1	900000000000207008	900000000000508004	900000000000171019	900000000000548007
9d2631f8-ffaa-5de5-a8c6-bde18b32ec82	20020731	1	900000000000207008	900000000000509007	1210471013	900000000000548007
9d38b7f6-bedf-5c4a-9c91-c0f3e3393d1a	20060731	1	900000000000207008	900000000000509007	2612321010	900000000000548007
9d7f94dc-c17f-4431-842e-d2198557750f	20180131	1	900000000000012004	900000000000508004	3504516019	900000000000548007
9d920471-ff93-513b-992b-11dda1234c60	20070131	1	900000000000207008	900000000000508004	2638633013	900000000000548007
9dad4d88-3a10-48cd-960e-bded8824e347	20210731	1	900000000000012004	900000000000509007	4553586015	900000000000548007
9de95c10-a8e6-5934-a649-20c8d216baf6	20060731	0	900000000000207008	900000000000508004	543731011	900000000000548007
9df0f557-fbcf-56f1-a259-e7ea653454ce	20190131	0	900000000000207008	900000000000509007	900000000000166014	900000000000548007
9e45b8ae-5702-5226-88d2-422646e55410	20060731	1	900000000000207008	900000000000508004	2613985018	900000000000548007
9e67f8d2-5ef9-51c9-a12e-2842760b845d	20020131	1	900000000000207008	900000000000508004	900000000000960019	900000000000548007
9fb0f54a-97b5-5264-ad44-4c30111e0998	20020131	1	900000000000207008	900000000000508004	900000000000972013	900000000000548007
9fbce384-ad43-5bac-8ae3-b16f04b4f3ad	20020131	1	900000000000207008	900000000000509007	900000000000953013	900000000000548007
9fc52fb2-14b4-5614-82ca-38a296fda378	20060131	1	900000000000207008	900000000000509007	2574625012	900000000000548007
a0017644-cbbc-5a12-9702-4901b9fce03f	20020131	1	900000000000207008	900000000000509007	617495011	900000000000548007
a0025fce-6441-5d4c-b18a-9de26c4bbf2f	20020131	1	900000000000207008	900000000000509007	697276011	900000000000548007
a021040a-a90a-52b8-8f63-9c3d72861b2c	20020131	1	900000000000207008	900000000000509007	71335012	900000000000548007
a08be282-89d1-5935-b35a-93aba89ce280	20070131	0	900000000000207008	900000000000508004	756501019	900000000000548007
a09d0c4b-2b86-468c-824f-8509e4c0c4f7	20210731	1	900000000000012004	900000000000509007	4536740016	900000000000548007
a0a9e09b-3853-56e6-aa43-b46b2fbf2ae5	20020131	1	900000000000207008	900000000000509007	697704014	900000000000548007
a0bf99ee-3414-5da7-8145-275b6ec01b21	20200131	0	900000000000207008	900000000000509007	807491013	900000000000548007
a0f63b87-675f-5571-a50b-fd5ee776b791	20130731	1	900000000000207008	900000000000508004	2968008016	900000000000548007
a10c2908-01c7-5453-bb23-f5aea3a98735	20030731	1	900000000000207008	900000000000509007	1768061012	900000000000548007
a10e15e8-6e79-54cb-801e-7464f3cd1792	20040731	0	900000000000207008	900000000000509007	732084012	900000000000548007
a1210b7e-f0ef-5345-ac92-504c1b15f40c	20020131	1	900000000000207008	900000000000509007	368192010	900000000000548007
a141c00a-273e-5b74-bf44-e63e878d394b	20040731	1	900000000000207008	900000000000508004	2478069019	900000000000549004
a182787f-4a3c-5935-9064-d374463eb20b	20020131	1	900000000000207008	900000000000509007	675139011	900000000000548007
a1892d77-f560-5212-9110-de4ca1cdd306	20020131	1	900000000000207008	900000000000508004	703322012	900000000000548007
a2501140-c0a5-418d-bc36-cc0e40507980	20170731	1	900000000000012004	900000000000508004	3485962016	900000000000548007
a26628b6-5130-50d8-8904-5b39353e2240	20020131	1	900000000000207008	900000000000509007	611088019	900000000000548007
a2a4cf94-5817-592b-b382-e57c26840053	20060731	1	900000000000207008	900000000000509007	2612842017	900000000000548007
a31278cd-e2d0-40e0-9b45-c1d5a28c2544	20170731	1	900000000000207008	900000000000509007	3451170012	900000000000548007
a317408f-02ca-5b66-a398-fe5bedf1e93a	20020131	1	900000000000207008	900000000000508004	900000000000952015	900000000000548007
a390a7bf-e2ad-5d42-bea0-5e8cf713e69c	20030131	1	900000000000207008	900000000000509007	1457683016	900000000000548007
a398b518-1e90-5907-90d1-099381d11ee0	20020731	1	900000000000207008	900000000000509007	1195518016	900000000000548007
a399fea6-c077-5d72-a869-27650a19ced5	20130731	1	900000000000207008	900000000000509007	2968033018	900000000000548007
a3a2ed86-6d42-56e4-ac19-907660516154	20020131	1	900000000000207008	900000000000509007	900000000000036016	900000000000548007
a3f103e9-7a6a-564b-9988-a28d87c927fb	20020131	1	900000000000207008	900000000000508004	835197015	900000000000548007
a419e6c7-833f-4005-a338-d420e11eb966	20210731	1	900000000000012004	900000000000508004	4536735012	900000000000548007
a4260b70-b075-5b86-ab5d-3331e9f8735e	20070131	0	900000000000207008	900000000000509007	1456721017	900000000000548007
a4c4ac33-2f2b-4f4f-a8ef-ec526fdc2505	20200731	1	900000000000012004	900000000000508004	3891087012	900000000000548007
a5414033-7b67-5d2a-85e1-863898f39c08	20060731	1	900000000000207008	900000000000509007	2609236017	900000000000548007
a5480c78-bfec-4388-aba3-e5247bdd4e22	20200731	1	900000000000207008	900000000000508004	3944109013	900000000000548007
a5aa75cb-49a6-468b-83c4-80fbe10b84ab	20210731	1	900000000000012004	900000000000509007	4536742012	900000000000548007
a5ec3ea8-41a3-5226-90e6-6aed59cc54b5	20020131	1	900000000000207008	900000000000508004	428221018	900000000000549004
a62bcfa8-2d4f-5d95-ad0a-a1b357a1147d	20020131	1	900000000000207008	900000000000508004	793683014	900000000000548007
a6d2b55a-6bd0-5136-911b-a531d27fb97f	20020131	1	900000000000207008	900000000000509007	796347018	900000000000548007
a7019dc7-7e15-53f1-a0f8-3428de2783e9	20070131	1	900000000000207008	900000000000508004	2638256010	900000000000548007
a725515f-ed8b-5572-abd5-1de8cc06aa79	20150131	1	900000000000207008	900000000000509007	3012753012	900000000000549004
a72df356-8641-5295-93dc-346bed6b4e52	20020131	1	900000000000207008	900000000000508004	697265012	900000000000548007
a79f3c47-284b-5fed-9c06-9767e3fd16f1	20020131	1	900000000000207008	900000000000508004	636122012	900000000000548007
a7c7ae38-b25d-53b4-815b-190b8a4edd40	20070131	0	900000000000207008	900000000000508004	1456721017	900000000000548007
a7fb6589-1179-4ae2-b683-6be255e3b743	20210731	1	900000000000012004	900000000000509007	4553037014	900000000000548007
a8456f38-a5d1-5240-bda5-c52754cc820e	20060731	1	900000000000207008	900000000000509007	2607679019	900000000000548007
a88c843e-6ad8-5764-b1a5-ee144bc4cf11	20150131	1	900000000000207008	900000000000508004	3012795015	900000000000548007
a88e2785-5985-52b1-a753-ca9c45c21e3a	20020131	1	900000000000207008	900000000000508004	900000000001210011	900000000000548007
a8d0ba1a-af25-5a0e-8457-5642db5d23bd	20020131	1	900000000000207008	900000000000508004	754754016	900000000000548007
a9c8a650-a050-5d18-84f9-51d6629578d6	20070131	1	900000000000207008	900000000000508004	2639118014	900000000000548007
a9e6b9e8-b893-5983-93f9-9e04cbb6a98b	20020131	1	900000000000207008	900000000000508004	485032019	900000000000548007
aa0a7400-5b11-50e0-82aa-7a5a69be8a0b	20070131	0	900000000000207008	900000000000508004	652889013	900000000000548007
aa4b66d6-edf3-505e-b1c7-84e6310c26f1	20150131	1	900000000000207008	900000000000509007	3012882015	900000000000548007
aa8393e4-00ff-59de-8626-ea6baa7185ec	20020131	1	900000000000207008	900000000000508004	730627011	900000000000548007
aab353fa-8ef2-564d-a615-8a1625a776ab	20020131	1	900000000000207008	900000000000508004	636501014	900000000000548007
aac4703a-a72f-5c93-bf40-d5b453647a0f	20140131	1	900000000000207008	900000000000508004	2985223014	900000000000548007
aac4e879-51f2-5e5d-8a90-e2a59d912cdb	20020731	1	900000000000207008	900000000000509007	1220306019	900000000000549004
aae82529-e40c-541c-88fb-99a5a114c18d	20020131	1	900000000000207008	900000000000509007	785715019	900000000000548007
ab676479-49bd-5d6f-bd7b-9abc2148e780	20020131	1	900000000000207008	900000000000509007	485032019	900000000000548007
ab7282aa-70e5-4cc5-9aa3-f4a7dbfb1194	20180131	1	900000000000012004	900000000000508004	3504496018	900000000000548007
abbfacbb-15f3-5f86-949b-04b2cfcc42f5	20060731	1	900000000000207008	900000000000509007	2607677017	900000000000548007
ac284b2e-7005-577a-a427-100bcb9b7bef	20020131	1	900000000000207008	900000000000509007	368258015	900000000000548007
acc58154-d572-59b9-a5d5-73daf43ab70a	20060131	0	900000000000207008	900000000000508004	633547010	900000000000548007
acd2f268-9c03-5c9d-9205-8c755bcd0b2c	20020131	1	900000000000207008	900000000000509007	758445014	900000000000548007
ad6f63cc-16d7-5ba8-9f9b-b4a87aa4f1a8	20130731	1	900000000000207008	900000000000508004	2965688016	900000000000548007
ad86cd43-d04e-5e8d-b9cf-bcf2d83904d2	20040131	1	900000000000207008	900000000000509007	2157589011	900000000000548007
ada43583-c854-5d27-bc85-75f61f6e3c15	20020131	1	900000000000207008	900000000000508004	759778012	900000000000548007
adc97fca-3f6e-4c92-a9ba-3a662511ba7d	20180131	1	900000000000012004	900000000000508004	3635488015	900000000000548007
ae022c79-1657-458a-be06-e03503879b22	20200731	1	900000000000207008	900000000000509007	3902593011	900000000000548007
ae0fb970-347f-5177-b146-ca28ea7562d0	20150131	1	900000000000207008	900000000000509007	3013870019	900000000000548007
ae4cecd2-fc5b-500f-a5b5-d8fe836ea94b	20030131	0	900000000000207008	900000000000508004	1195428011	900000000000548007
aed482e2-c7f8-5b88-aba8-7bf2a8c4b44e	20020131	1	900000000000207008	900000000000509007	759778012	900000000000548007
aefcb483-7bfa-54db-84e5-ceaf0f4560e0	20020131	1	900000000000207008	900000000000509007	779686016	900000000000548007
af02c85b-ec76-5089-920a-36a06a8eb9e4	20020131	1	900000000000207008	900000000000508004	724452016	900000000000548007
af0e9809-ca7c-52c3-8b4d-15c1f83ef7dd	20040131	1	900000000000207008	900000000000509007	2148514019	900000000000548007
af10083d-cc78-5d1c-aa47-ed8f793485b1	20030131	1	900000000000207008	900000000000508004	1458019012	900000000000548007
af50779a-1c44-578d-8cdf-ab906e6c1e24	20020131	1	900000000000207008	900000000000509007	652677013	900000000000548007
af65c98a-f5fe-5ba8-bc56-528ba4e55380	20020131	1	900000000000207008	900000000000509007	775211016	900000000000548007
af6d975e-286a-583c-80f2-928be3092d90	20020131	1	900000000000207008	900000000000509007	181142013	900000000000548007
af718c64-221d-5588-b665-1ae5a99276a5	20050731	1	900000000000207008	900000000000508004	2546362014	900000000000548007
af75123c-c3ad-4dd7-a836-2b7e3b7572d1	20160731	1	900000000000207008	900000000000508004	3312455016	900000000000548007
af84857c-a10c-400d-8dea-935826e5abb1	20200131	1	900000000000207008	900000000000509007	3873020011	900000000000548007
af9fbf9f-6345-4724-9dfc-1a2c65a88b2d	20200731	1	900000000000207008	900000000000508004	3902593011	900000000000548007
aff58013-dbf6-5412-9241-b275d13071e5	20150131	1	900000000000207008	900000000000508004	3012812012	900000000000548007
b0763855-277f-5f29-8349-14af6efab184	20020131	1	900000000000207008	900000000000508004	368258015	900000000000548007
b0da2db7-523e-4b46-bed9-bd0558a16531	20170731	1	900000000000012004	900000000000509007	3485956014	900000000000548007
b0db2798-0420-5c8f-984a-ebd86f8b062e	20040731	1	900000000000207008	900000000000508004	2468828013	900000000000548007
b1225d44-0dcb-43a1-b6d7-ebd16ff86c29	20170731	1	900000000000012004	900000000000509007	3450371011	900000000000548007
b14c3989-a0f5-4808-b033-c2b8865670f1	20180131	1	900000000000012004	900000000000508004	3517980010	900000000000548007
b1632af2-e2fb-555f-8b1b-8b44cccbd586	20140131	1	900000000000207008	900000000000508004	2984195014	900000000000548007
b1831e8d-fc7c-5703-974d-60c10d50fa90	20020131	1	900000000000207008	900000000000509007	665301013	900000000000548007
b22614e0-2eae-5687-9c04-c528b0b1c858	20020131	1	900000000000207008	900000000000508004	772692011	900000000000548007
b2518cdd-0cb4-5bff-9526-f3ff1defbd7b	20040731	0	900000000000207008	900000000000508004	787788013	900000000000548007
b27d426a-92dc-5d23-aa7c-d3becb6e0f9a	20060131	1	900000000000207008	900000000000508004	2560308012	900000000000548007
b2ccd31a-dc11-5c7c-a7be-1358102ad4b2	20030131	0	900000000000207008	900000000000509007	1195428011	900000000000548007
b3a78249-d094-5388-b88b-0ba70cb35a40	20020131	1	900000000000207008	900000000000508004	754733011	900000000000548007
b43a6ec1-4809-59e0-ab9f-7cfb7e4f1dc5	20020731	0	900000000000207008	900000000000509007	571645012	900000000000548007
b4efe8c4-b413-5052-9bed-f28d07866be6	20020731	1	900000000000207008	900000000000509007	1208896011	900000000000548007
b51206ed-da69-56bf-95b0-c948ac4f1ace	20050731	1	900000000000207008	900000000000509007	2546760016	900000000000548007
