id	effectiveTime	active	moduleId	definitionStatusId
714488006	20160131	1	900000000000207008	900000000000074008
718497002	20170131	1	900000000000012004	900000000000074008
719715003	20180731	1	900000000000012004	900000000000074008
719722006	20180731	1	900000000000012004	900000000000074008
719982003	20170131	1	900000000000207008	900000000000074008
726542003	20170731	1	900000000000012004	900000000000074008
726633004	20180131	1	900000000000012004	900000000000074008
726634005	20180131	0	900000000000012004	900000000000074008
732943007	20170731	1	900000000000012004	900000000000074008
732945000	20170731	1	900000000000012004	900000000000074008
732947008	20170731	1	900000000000012004	900000000000074008
733722007	20180131	1	900000000000012004	900000000000074008
733725009	20180131	1	900000000000012004	900000000000074008
733928003	20170731	1	900000000000012004	900000000000074008
733930001	20170731	1	900000000000012004	900000000000074008
733931002	20170731	1	900000000000012004	900000000000074008
733932009	20170731	1	900000000000012004	900000000000074008
733933004	20170731	1	900000000000012004	900000000000074008
734136001	20170731	1	900000000000012004	900000000000074008
734137005	20170731	1	900000000000012004	900000000000074008
736472000	20180131	1	900000000000012004	900000000000074008
736473005	20180131	1	900000000000012004	900000000000074008
736474004	20180131	1	900000000000012004	900000000000074008
736475003	20180131	1	900000000000012004	900000000000074008
736476002	20180131	1	900000000000012004	900000000000074008
736518005	20180131	1	900000000000012004	900000000000074008
738774007	20180131	1	900000000000012004	900000000000074008
762705008	20180131	1	900000000000012004	900000000000074008
762706009	20180131	1	900000000000012004	900000000000074008
762949000	20180131	1	900000000000012004	900000000000074008
762951001	20180131	1	900000000000012004	900000000000074008
763032000	20180731	1	900000000000012004	900000000000074008
766939001	20180731	1	900000000000012004	900000000000074008
774081006	20190131	1	900000000000012004	900000000000074008
774158006	20190131	1	900000000000012004	900000000000074008
774159003	20190131	1	900000000000012004	900000000000074008
774160008	20190131	1	900000000000012004	900000000000074008
774163005	20190131	1	900000000000012004	900000000000074008
816094009	20200131	1	900000000000207008	900000000000074008
827081001	20200731	1	900000000000012004	900000000000074008
836358009	20200731	1	900000000000012004	900000000000074008
840560000	20200731	1	900000000000012004	900000000000074008
860779006	20200731	1	900000000000012004	900000000000074008
860781008	20200731	1	900000000000012004	900000000000074008
1003703000	20210131	1	900000000000012004	900000000000074008
1003735000	20210131	1	900000000000012004	900000000000074008
1142135004	20210731	1	900000000000012004	900000000000074008
1142136003	20210731	1	900000000000012004	900000000000074008
1142137007	20210731	1	900000000000012004	900000000000074008
1142138002	20210731	1	900000000000012004	900000000000074008
1142139005	20210731	1	900000000000012004	900000000000074008
1142140007	20210731	1	900000000000012004	900000000000074008
1142141006	20210731	1	900000000000012004	900000000000074008
1142142004	20210731	1	900000000000012004	900000000000074008
1142143009	20210731	1	900000000000012004	900000000000074008
1148793005	20210731	1	900000000000012004	900000000000074008
1148965004	20210731	1	900000000000012004	900000000000074008
1148967007	20210731	1	900000000000012004	900000000000074008
1148968002	20210731	1	900000000000012004	900000000000074008
1148969005	20210731	1	900000000000012004	900000000000074008
1149366004	20210731	1	900000000000012004	900000000000074008
1149367008	20210731	1	900000000000012004	900000000000074008
320091000221107	20200731	1	900000000000012004	900000000000074008
900000000000003001	20020131	1	900000000000012004	900000000000074008
900000000000006009	20020131	1	900000000000012004	900000000000074008
900000000000010007	20020131	1	900000000000012004	900000000000074008
900000000000011006	20020131	1	900000000000012004	900000000000074008
900000000000013009	20020131	1	900000000000012004	900000000000074008
900000000000073002	20020131	1	900000000000012004	900000000000074008
900000000000074008	20020131	1	900000000000012004	900000000000074008
900000000000441003	20020131	1	900000000000012004	900000000000074008
900000000000442005	20020131	1	900000000000012004	900000000000074008
900000000000443000	20020131	1	900000000000012004	900000000000074008
900000000000444006	20020131	1	900000000000012004	900000000000074008
900000000000445007	20020131	1	900000000000012004	900000000000074008
900000000000446008	20020131	1	900000000000012004	900000000000074008
900000000000449001	20020131	1	900000000000012004	900000000000074008
900000000000450001	20020131	1	900000000000012004	900000000000074008
900000000000451002	20020131	1	900000000000012004	900000000000074008
900000000000454005	20020131	1	900000000000012004	900000000000074008
900000000000457003	20020131	1	900000000000012004	900000000000074008
900000000000511003	20020131	1	900000000000012004	900000000000074008
900000000000548007	20020131	1	900000000000012004	900000000000074008
900000000000549004	20020131	1	900000000000012004	900000000000074008
900000000000550004	20020131	1	900000000000012004	900000000000074008
